Distance (m),Elevation (m)
488.4890123197915,1565.2548828125
490.804126122255,1566.360473632812
493.11923992471844,1567.479858398438
495.43435372718193,1568.613159179688
497.7494675296454,1569.760131835938
500.06458133210884,1570.921020507812
502.37969513457233,1572.095703125
504.6948089370358,1573.2841796875
507.00992273949925,1574.486572265625
509.32503654196273,1575.70263671875
511.6401503444262,1576.9326171875
513.9552641468897,1578.176391601562
516.2703779493531,1579.433959960938
518.5854917518166,1580.705322265625
520.9006055542801,1581.990600585938
523.2157193567435,1583.252319335938
525.530833159207,1584.472412109375
527.8459469616705,1585.7021484375
530.1610607641339,1586.941650390625
532.4761745665974,1588.190673828125
534.7912883690609,1589.449462890625
537.1064021715243,1590.747680664062
539.4215159739878,1592.116333007812
541.7366297764513,1593.489868164062
544.0517435789147,1594.8681640625
546.3668573813782,1596.251342773438
548.6819711838417,1597.639282226562
550.9970849863051,1599.032104492188
553.3121987887686,1600.429809570312
555.6273125912321,1601.832275390625
557.9424263936955,1603.239624023438
560.257540196159,1604.651733398438
562.5726539986225,1606.068725585938
564.8877678010859,1607.490600585938
567.2028816035494,1608.917236328125
569.5179954060129,1610.348754882812
571.8331092084763,1611.785034179688
574.1482230109398,1613.195434570312
576.4633368134033,1614.581298828125
578.7784506158667,1615.968994140625
581.0935644183302,1617.358642578125
583.4086782207937,1618.750244140625
585.7237920232571,1620.143798828125
588.0389058257206,1621.539306640625
590.3540196281841,1622.936645507812
592.6691334306475,1624.3359375
594.984247233111,1625.7373046875
597.2993610355745,1627.140502929688
599.614474838038,1628.545654296875
601.9295886405014,1629.95263671875
604.2447024429649,1631.361694335938
606.5598162454284,1632.772583007812
608.8749300478918,1634.185424804688
611.1900438503553,1635.600219726562
613.5051576528188,1637.016967773438
615.8202714552822,1638.435668945312
618.1353852577457,1639.856323242188
620.4504990602092,1641.597290039062
622.7656128626726,1643.401123046875
625.0807266651361,1645.203125
627.3958404675996,1647.003173828125
629.710954270063,1648.801391601562
632.0260680725265,1650.597534179688
634.34118187499,1652.315185546875
636.6562956774534,1654.0185546875
638.9714094799169,1655.719116210938
641.2865232823804,1657.4169921875
643.6016370848438,1659.112182617188
645.9167508873073,1660.804565429688
648.2318646897708,1662.494384765625
650.5469784922342,1664.181274414062
652.8620922946977,1665.865600585938
655.1772060971612,1667.547119140625
657.4923198996246,1669.225952148438
659.8074337020881,1670.902099609375
662.1225475045516,1672.575439453125
664.437661307015,1674.24609375
666.7527751094785,1675.913940429688
669.067888911942,1677.73095703125
671.3830027144054,1679.649536132812
673.6981165168689,1681.568115234375
676.0132303193324,1683.486694335938
678.3283441217958,1685.405151367188
680.6434579242593,1687.32373046875
682.9585717267228,1689.242309570312
685.2736855291862,1691.160766601562
687.5887993316497,1693.079345703125
689.9039131341132,1694.997924804688
692.2190269365766,1696.91650390625
694.5341407390401,1698.8349609375
696.8492545415036,1700.753540039062
699.164368343967,1702.672119140625
701.4794821464305,1704.590698242188
703.794595948894,1706.509155273438
706.1097097513574,1708.427734375
708.4248235538209,1710.346313476562
710.7399373562844,1712.264770507812
713.0550511587478,1714.183349609375
715.3701649612113,1716.101928710938
717.6852787636748,1718.0205078125
720.0003925661382,1719.93896484375
722.3155063686017,1721.857543945312
724.6306201710652,1723.776123046875
726.9457339735286,1725.694580078125
729.2608477759921,1727.613159179688
731.5759615784556,1729.486450195312
733.891075380919,1731.260009765625
736.2061891833825,1733.051147460938
738.521302985846,1735.101806640625
740.8364167883094,1737.130615234375
743.151530590773,1739.1376953125
745.4666443932364,1741.122924804688
747.7817581956998,1743.08642578125
750.0968719981634,1745.028198242188
752.4119858006268,1746.948120117188
754.7270996030902,1748.84619140625
757.0422134055538,1750.722534179688
759.3573272080172,1752.577026367188
761.6724410104806,1754.409790039062
763.9875548129442,1756.220825195312
766.3026686154076,1758.010009765625
768.617782417871,1759.77734375
770.9328962203346,1761.290283203125
773.248010022798,1762.194702148438
775.5631238252614,1763.097900390625
777.878237627725,1764
780.1933514301884,1764.90087890625
782.5084652326518,1765.80078125
784.8235790351154,1766.699584960938
787.1386928375788,1767.59716796875
789.4538066400422,1768.51318359375
791.7689204425058,1769.514404296875
794.0840342449692,1770.514526367188
796.3991480474326,1771.513671875
798.7142618498962,1772.51171875
801.0293756523596,1773.5087890625
803.344489454823,1774.504760742188
805.6596032572866,1775.499633789062
807.97471705975,1776.493530273438
810.2898308622134,1777.486450195312
812.604944664677,1778.478149414062
814.9200584671404,1779.468994140625
817.2351722696038,1780.458618164062
819.5502860720674,1781.447265625
821.8653998745308,1782.434936523438
824.1805136769942,1783.421508789062
826.4956274794578,1784.407104492188
828.8107412819212,1785.391479492188
831.1258550843846,1786.375
833.4409688868482,1787.357421875
835.7560826893116,1788.338745117188
838.071196491775,1789.318969726562
840.3863102942386,1790.573364257812
842.701424096702,1792.000732421875
845.0165378991654,1793.427734375
847.331651701629,1794.854248046875
849.6467655040924,1796.280395507812
851.9618793065558,1797.706176757812
854.2769931090194,1799.131469726562
856.5921069114828,1800.556396484375
858.9072207139462,1801.980834960938
861.2223345164098,1803.404907226562
863.5374483188732,1804.82861328125
865.8525621213366,1806.251831054688
868.1676759238002,1807.674682617188
870.4827897262636,1809.097045898438
872.797903528727,1810.51904296875
875.1130173311906,1811.940551757812
877.428131133654,1813.361694335938
879.7432449361174,1814.782470703125
882.058358738581,1816.202758789062
884.3734725410444,1817.622680664062
886.6885863435078,1819.042114257812
889.0037001459714,1820.465576171875
891.3188139484348,1821.98876953125
893.6339277508982,1823.511840820312
895.9490415533617,1825.034912109375
898.2641553558252,1826.557739257812
900.5792691582886,1828.080444335938
902.8943829607521,1829.602905273438
905.2094967632156,1831.137451171875
907.524610565679,1832.734130859375
909.8397243681425,1834.330200195312
912.154838170606,1835.925537109375
914.4699519730694,1837.520263671875
916.7850657755329,1839.1142578125
919.1001795779964,1840.707641601562
921.4152933804598,1842.30029296875
923.7304071829233,1843.892333984375
926.0455209853868,1845.483642578125
928.3606347878502,1847.074340820312
930.6757485903137,1848.664306640625
932.9908623927772,1850.253662109375
935.3059761952406,1851.84228515625
937.6210899977041,1853.430297851562
939.9362038001676,1855.047241210938
942.251317602631,1856.71337890625
944.5664314050945,1858.376708984375
946.881545207558,1860.037475585938
949.1966590100214,1861.695434570312
951.5117728124849,1863.350708007812
953.8268866149484,1865.00341796875
956.1420004174119,1866.6533203125
958.4571142198753,1868.300537109375
960.7722280223388,1869.945068359375
963.0873418248023,1871.5869140625
965.4024556272657,1873.22607421875
967.7175694297292,1874.862426757812
970.0326832321927,1876.496215820312
972.3477970346561,1878.127319335938
974.6629108371196,1879.755737304688
976.978024639583,1881.38134765625
979.2931384420465,1883.00439453125
981.60825224451,1884.624633789062
983.9233660469735,1886.242309570312
986.2384798494369,1887.857177734375
988.5535936519004,1889.469360351562
990.8687074543639,1891.01416015625
993.1838212568273,1892.521606445312
995.4989350592908,1894.027709960938
997.8140488617543,1895.532592773438
1000.1291626642177,1897.036010742188
1002.4442764666812,1898.5380859375
1004.7593902691447,1900.038818359375
1007.0745040716081,1901.538208007812
1009.3896178740716,1903.036254882812
1011.7047316765351,1904.532958984375
1014.0198454789985,1906.0283203125
1016.334959281462,1907.522338867188
1018.6500730839255,1909.015014648438
1020.9651868863889,1910.50634765625
1023.2803006888524,1911.996337890625
1025.595414491316,1913.484985351562
1027.9105282937794,1914.97216796875
1030.2256420962428,1916.458129882812
1032.5407558987063,1917.942749023438
1034.8558697011697,1919.426025390625
1037.1709835036331,1920.907836914062
1039.4860973060968,1922.388427734375
1041.8012111085602,1923.844848632812
1044.1163249110236,1925.2978515625
1046.431438713487,1926.7490234375
1048.7465525159505,1928.198608398438
1051.061666318414,1929.646362304688
1053.3767801208776,1931.092529296875
1055.691893923341,1932.537109375
1058.0070077258044,1933.979858398438
1060.3221215282679,1935.421020507812
1062.6372353307313,1936.794311523438
1064.9523491331947,1938.084228515625
1067.2674629356584,1939.3671875
1069.5825767381218,1940.64306640625
1071.8976905405852,1941.911987304688
1074.2128043430487,1943.173828125
1076.527918145512,1944.428588867188
1078.8430319479755,1945.676391601562
1081.1581457504392,1946.917114257812
1083.4732595529026,1948.15087890625
1085.788373355366,1949.377563476562
1088.1034871578295,1950.59716796875
1090.418600960293,1951.809814453125
1092.7337147627563,1953.015502929688
1095.04882856522,1954.213989257812
1097.3639423676834,1955.405517578125
1099.6790561701469,1956.590087890625
1101.9941699726103,1957.7353515625
1104.3092837750737,1958.841430664062
1106.6243975775371,1959.937622070312
1108.9395113800008,1961.024047851562
1111.2546251824642,1961.99072265625
1113.5697389849277,1962.9189453125
1115.884852787391,1963.820434570312
1118.1999665898545,1964.6953125
1120.515080392318,1965.543334960938
1122.8301941947816,1966.36474609375
1125.145307997245,1967.159423828125
1127.4604217997085,1967.927368164062
1129.7755356021719,1968.668579101562
1132.0906494046353,1969.383056640625
1134.4057632070987,1970.070922851562
1136.7208770095624,1970.732055664062
1139.0359908120258,1971.366455078125
1141.3511046144893,1971.97412109375
1143.6662184169527,1972.555053710938
1145.9813322194161,1973.109375
1148.2964460218795,1973.636840820312
1150.6115598243432,1974.1376953125
1152.9266736268066,1974.61181640625
1155.24178742927,1975.059326171875
1157.5569012317335,1975.47998046875
1159.872015034197,1975.8740234375
1162.1871288366603,1976.241333007812
1164.502242639124,1976.581909179688
1166.8173564415874,1976.895751953125
1169.1324702440509,1977.182983398438
1171.4475840465143,1977.455078125
1173.7626978489777,1977.715454101562
1176.0778116514412,1977.953247070312
1178.3929254539048,1978.168579101562
1180.7080392563682,1978.361450195312
1183.0231530588317,1978.53173828125
