Dystans (m),Wysokość (m)
8632.8570333325,1175.135986328125
8678.533525572355,1171.126586914062
8724.21001781221,1154.38427734375
8769.886510052063,1145.378295898438
8815.563002291918,1125.959838867188
8861.239494531772,1112.505126953125
8906.915986771626,1121.778076171875
8952.59247901148,1099.463134765625
8998.268971251337,1066.332397460938
9043.94546349119,1027.868408203125
9089.621955731045,979.6695556640625
9135.2984479709,944.7866821289062
9180.974940210754,916.4658203125
9226.651432450608,886.6250610351562
9272.327924690462,866.0067138671875
9318.004416930318,859.1281127929688
9363.680909170173,836.2872314453125
9409.357401410027,804.5498046875
9455.033893649881,784.6380004882812
9500.710385889735,766.056884765625
9546.38687812959,748.622802734375
9592.063370369444,739.506591796875
9637.739862609298,737.2415771484375
9683.416354849152,736.8300170898438
9729.092847089009,737.0282592773438
9774.769339328863,742.921875
9820.445831568717,760.7024536132812
9866.122323808571,785.19091796875
9911.798816048426,806.8965454101562
9957.47530828828,834.9558715820312
10003.151800528134,821.0921630859375
10048.82829276799,817.1543579101562
10094.504785007844,836.4030151367188
10140.181277247699,894.362060546875
10185.857769487553,940.0196533203125
10231.534261727407,956.2091674804688
10277.210753967262,968.01806640625
10322.887246207116,964.1542358398438
10368.56373844697,975.4488525390625
10414.240230686824,990.5283203125
10459.91672292668,1022.30615234375
10505.593215166535,1050.661376953125
10551.269707406389,1072.52294921875
10596.946199646243,1097.094848632812
10642.622691886098,1112.411743164062
10688.299184125952,1125.758666992188
10733.975676365806,1135.805541992188
10779.652168605662,1129.688354492188
10825.328660845516,1122.839111328125
10871.00515308537,1112.954711914062
10916.681645325225,1122.034790039062
10962.35813756508,1135.947387695312
11008.034629804934,1146.92236328125
11053.711122044788,1143.691772460938
11099.387614284642,1134.057861328125
11145.064106524496,1143.56689453125
11190.740598764352,1153.178833007812
11236.417091004207,1162.459594726562
11282.093583244061,1178.513671875
11327.770075483915,1202.129150390625
11373.44656772377,1218.464599609375
11419.123059963624,1213.0498046875
11464.799552203478,1208.403686523438
11510.476044443334,1190.651123046875
11556.152536683188,1161.58251953125
11601.829028923043,1134.034423828125
11647.505521162897,1115.452026367188
11693.182013402751,1093.36669921875
11738.858505642605,1061.784545898438
11784.53499788246,1064.339965820312
11830.211490122314,1057.653442382812
11875.887982362168,1059.563354492188
11921.564474602024,1057.188598632812
11967.240966841879,1023.353271484375
12012.917459081733,986.1759643554688
12058.593951321587,959.748291015625
12104.270443561441,929.35302734375
12149.946935801296,1035.340087890625
12195.62342804115,1102.823120117188
12241.299920281006,1152.134399414062
12286.97641252086,1169.265869140625
12332.652904760715,1177.459716796875
12378.329397000569,1183.10693359375
12424.005889240423,1188.485473632812
12469.682381480277,1189.721923828125
12515.358873720132,1190.14404296875
12561.035365959986,1190.734130859375
12606.71185819984,1191.391235351562
12652.388350439696,1194.589599609375
12698.06484267955,1200.810180664062
12743.741334919405,1217.792846679688
12789.41782715926,1236.4716796875
12835.094319399113,1259.478759765625
12880.770811638968,1284.324584960938
12926.447303878822,1283.746826171875
12972.123796118678,1279.108032226562
13017.800288358532,1279.541137695312
13063.476780598387,1275.505615234375
13109.15327283824,1280.095336914062
13154.829765078095,1300.610229492188
13200.50625731795,1306.564819335938
13246.182749557804,1317.679809570312
13291.859241797658,1323.862426757812
13337.535734037512,1309.446044921875
13383.212226277368,1303.806640625
13428.888718517223,1317.172973632812
13474.565210757077,1342.78173828125
13520.241702996931,1338.354248046875
13565.918195236785,1328.2685546875
13611.59468747664,1340.467163085938
13657.271179716494,1350.450317382812
13702.94767195635,1360.078979492188
13748.624164196204,1367.81494140625
13794.300656436058,1367.18603515625
13839.977148675913,1374.135986328125
13885.653640915767,1385.41455078125
13931.330133155621,1397.966064453125
13977.006625395476,1417.651733398438
14022.68311763533,1403.753662109375
14068.359609875184,1394.857788085938
14114.03610211504,1384.2265625
14159.712594354894,1378.923828125
14205.389086594749,1396.344848632812
14251.065578834603,1427.153686523438
14296.742071074457,1460.214111328125
14342.418563314312,1508.082763671875
14388.095055554166,1544.149169921875
14433.771547794022,1564.623046875
14479.448040033876,1564.2744140625
14525.12453227373,1536.368896484375
14570.801024513585,1499.539794921875
14616.477516753439,1458.889038085938
14662.154008993293,1429.355102539062
14707.830501233148,1408.328369140625
14753.506993473002,1402.72607421875
14799.183485712856,1401.718505859375
14844.859977952712,1415.80908203125
14890.536470192566,1424.333862304688
14936.21296243242,1450.758422851562
14981.889454672275,1562.903564453125
15027.56594691213,1626.789672851562
15073.242439151983,1655.804443359375
15118.918931391838,1682.348876953125
15164.595423631694,1742.704467773438
15210.271915871548,1791.110961914062
15255.948408111402,1824.62744140625
15301.624900351257,1863.836303710938
15347.301392591111,1931.130004882812
15392.977884830965,1957.762817382812
15438.65437707082,1983.022216796875
15484.330869310674,2014.825073242188
15530.007361550528,2040.630981445312
15575.683853790384,2052.900634765625
15621.360346030238,2063.549072265625
15667.036838270093,2065.71826171875
15712.713330509947,2065.300537109375
15758.389822749801,2030.116821289062
15804.066314989655,2001.206787109375
15849.74280722951,1972.07958984375
15895.419299469366,1943.176879882812
15941.09579170922,1894.898071289062
15986.772283949074,1874.22412109375
16032.448776188929,1848.789916992188
16078.125268428783,1813.993286132812
16123.801760668637,1796.608154296875
16169.478252908491,1772.086547851562
16215.154745148346,1748.5380859375
16260.8312373882,1719.999389648438
16306.507729628056,1682.202758789062
16352.18422186791,1664.945190429688
16397.860714107763,1649.0107421875
16443.537206347617,1640.5009765625
16489.213698587475,1614.680541992188
16534.89019082733,1585.458251953125
16580.566683067183,1562.101684570312
16626.243175307038,1542.770263671875
16671.919667546892,1516.188842773438
16717.596159786746,1481.629638671875
16763.2726520266,1459.5810546875
16808.949144266455,1451.822021484375
16854.62563650631,1456.149169921875
16900.302128746163,1465.590942382812
16945.978620986018,1472.070068359375
16991.655113225872,1473.43896484375
17037.331605465726,1471.706298828125
17083.00809770558,1476.607421875
17128.684589945435,1504.074096679688
17174.361082185293,1531.053833007812
17220.037574425147,1549.185424804688
17265.714066665,1583.499267578125
17311.390558904855,1650.501220703125
17357.06705114471,1700.606567382812
17402.743543384564,1735.806640625
17448.42003562442,1762.7685546875
17494.096527864273,1773.997192382812
17539.773020104127,1799.054565429688
17585.44951234398,1816.28369140625
17631.126004583835,1829.297607421875
17676.80249682369,1836.68896484375
17722.478989063544,1852.034545898438
17768.155481303398,1845.2001953125
17813.831973543252,1867.355346679688
17859.508465783107,1887.382568359375
17905.18495802296,1913.258422851562
17950.86145026282,1941.999755859375
17996.537942502673,1972.630004882812
18042.214434742527,2010.163208007812
18087.89092698238,2025.228393554688
18133.567419222236,2010.5576171875
18179.24391146209,2014.034912109375
18224.920403701944,2039.158813476562
18270.5968959418,2060.2646484375
18316.273388181653,2079.4814453125
18361.949880421507,2105.599853515625
18407.62637266136,2121.67431640625
18453.302864901216,2147.1650390625
18498.97935714107,2174.911376953125
18544.655849380924,2192.047607421875
18590.33234162078,2211.37646484375
18636.008833860637,2248.320556640625
18681.68532610049,2285.28125
18727.361818340345,2312.59912109375
18773.0383105802,2351.173095703125
18818.714802820054,2396.036376953125
18864.391295059908,2427.482666015625
18910.067787299762,2438.797119140625
18955.744279539616,2439.710693359375
19001.42077177947,2439.1435546875
19047.097264019325,2432.96044921875
19092.77375625918,2432.264892578125
19138.450248499033,2434.484375
19184.126740738888,2433.1953125
19229.803232978742,2429.693115234375
19275.479725218596,2422.284423828125
19321.15621745845,2403.65234375
19366.832709698305,2382.3857421875
19412.509201938163,2375.819091796875
19458.185694178017,2379.6103515625
19503.86218641787,2383.660400390625
19549.538678657726,2387.124267578125
19595.21517089758,2392.759765625
19640.891663137434,2398.656982421875
19686.56815537729,2402.92529296875
19732.244647617143,2414.780517578125
19777.921139856997,2431.470458984375
19823.59763209685,2434.01513671875
19869.274124336705,2433.27587890625
19914.95061657656,2427.836669921875
19960.627108816414,2420.72021484375
20006.30360105627,2417.214111328125
20051.980093296123,2419.6298828125
20097.65658553598,2424.207275390625
20143.333077775835,2424.19775390625
20189.00957001569,2423.351806640625
20234.686062255543,2422.462158203125
20280.362554495397,2425.212646484375
20326.03904673525,2423.23193359375
20371.715538975106,2418.389892578125
20417.39203121496,2413.746826171875
20463.068523454815,2411.2998046875
20508.74501569467,2412.05126953125
20554.421507934523,2408.251708984375
20600.098000174377,2411.5361328125
20645.77449241423,2415.574951171875
20691.450984654086,2414.426025390625
20737.12747689394,2414.80419921875
20782.803969133794,2422.476318359375
20828.48046137365,2429.38916015625
20874.156953613507,2422.388671875
20919.83344585336,2432.652099609375
20965.509938093215,2437.62890625
21011.18643033307,2437.94580078125
21056.862922572924,2441.90673828125
21102.539414812778,2443.92822265625
21148.215907052632,2446.12939453125
21193.892399292487,2447.80712890625
21239.56889153234,2451.428955078125
21285.245383772195,2454.884033203125
21330.92187601205,2457.955322265625
21376.598368251904,2459.9580078125
21422.274860491758,2460.305419921875
21467.951352731612,2460.625244140625
21513.627844971466,2460.4287109375
21559.304337211324,2456.6640625
21604.98082945118,2456.67578125
21650.657321691033,2453.64404296875
21696.333813930887,2452.84619140625
21742.01030617074,2456.189453125
21787.686798410596,2459.3564453125
21833.36329065045,2460.424560546875
21879.039782890304,2461.9111328125
21924.71627513016,2461.04833984375
21970.392767370013,2465.509033203125
22016.069259609867,2465.93505859375
22061.74575184972,2464.4345703125
22107.422244089576,2466.208251953125
22153.09873632943,2467.670654296875
22198.775228569284,2465.06689453125
22244.45172080914,2456.9443359375
22290.128213048993,2451.15966796875
22335.80470528885,2447.139892578125
22381.481197528705,2455.798583984375
22427.15768976856,2464.498046875
22472.834182008413,2471.46484375
22518.510674248268,2475.48046875
22564.187166488122,2478.488525390625
22609.863658727976,2480.464599609375
22655.54015096783,2482.6376953125
22701.216643207685,2483.15625
22746.89313544754,2482.048095703125
22792.569627687393,2477.99267578125
22838.246119927247,2474.018798828125
22883.9226121671,2468.919921875
22929.599104406956,2474.486083984375
22975.27559664681,2481.2607421875
23020.95208888667,2485.426025390625
23066.628581126522,2488.453125
23112.305073366377,2492.7958984375
23157.98156560623,2495.24658203125
23203.658057846085,2497.512939453125
23249.33455008594,2497.66162109375
23295.011042325794,2497.579345703125
23340.687534565648,2497.168212890625
