Dystans (m),Wysokość (m)
2717.402865250311,4.913043022155762
2733.8719735245554,5.587572574615479
2750.3410817987997,6.482187271118164
2766.810190073044,7.618481159210205
2783.279298347288,7.91438627243042
2799.7484066215325,7.076051712036133
2816.2175148957767,5.826158046722412
2832.686623170021,4.618179321289062
2849.1557314442657,4.218142032623291
2865.62483971851,3.879456043243408
2882.0939479927542,3.586073160171509
2898.5630562669985,3.565239429473877
2915.0321645412428,3.406021356582642
2931.501272815487,3.050885915756226
2947.9703810897313,3.393344402313232
2964.4394893639756,3.331687688827515
2980.90859763822,3.074905395507812
2997.377705912464,3.050236225128174
3013.846814186709,2.863521099090576
3030.315922460953,2.821955442428589
3046.7850307351973,2.478312015533447
3063.2541390094416,2.989224195480347
3079.723247283686,2.456367254257202
3096.19235555793,2.452535629272461
3112.6614638321744,2.665023326873779
3129.1305721064186,2.424046516418457
3145.599680380663,2.292357206344604
3162.0687886549076,2.25390362739563
3178.537896929152,2.095149755477905
3195.007005203396,1.746219277381897
3211.4761134776404,1.909600496292114
3227.9452217518847,1.868756651878357
3244.414330026129,1.856184363365173
3260.883438300373,1.150285959243774
3277.3525465746175,0.8316285610198975
3293.8216548488617,1.102288246154785
3310.290763123106,1.06011950969696
3326.7598713973507,1.697738170623779
3343.228979671595,1.726619243621826
3359.6980879458392,1.937527060508728
3376.1671962200835,1.985332608222961
3392.6363044943278,1.616175055503845
3409.105412768572,1.730254054069519
3425.5745210428163,1.783062100410461
3442.0436293170605,1.938223481178284
3458.512737591305,2.231584310531616
3474.981845865549,1.900739789009094
3491.450954139794,1.926409959793091
3507.920062414038,1.790019154548645
3524.3891706882823,1.980686902999878
3540.8582789625266,2.012487888336182
3557.327387236771,2.154092073440552
3573.796495511015,1.836392521858215
3590.2656037852594,1.929890036582947
3606.7347120595036,1.991495013237
3623.203820333748,1.874127864837646
3639.672928607992,1.828498959541321
3656.142036882237,1.87354564666748
3672.611145156481,1.894736051559448
3689.0802534307254,1.898822546005249
3705.5493617049697,1.832727074623108
3722.018469979214,1.90737783908844
3738.487578253458,1.448241829872131
3754.9566865277025,0.8918726444244385
3771.4257948019467,0.9138623476028442
3787.894903076191,1.049139022827148
3804.3640113504352,1.240479469299316
3820.83311962468,1.374020338058472
3837.3022278989242,1.61518132686615
3853.7713361731685,1.674922466278076
3870.2404444474128,1.860547065734863
3886.709552721657,1.796511888504028
3903.1786609959013,1.797239422798157
3919.6477692701455,1.869640588760376
3936.11687754439,1.927863001823425
3952.585985818634,1.7613765001297
3969.0550940928783,1.763445019721985
3985.524202367123,1.659490942955017
4001.9933106413673,1.352883338928223
4018.4624189156116,1.751028060913086
4034.931527189856,2.32166862487793
4051.4006354641,2.339117050170898
4067.8697437383444,2.375815629959106
4084.3388520125886,2.202609777450562
4100.807960286833,2.166632413864136
4117.277068561078,2.970349311828613
4133.746176835321,3.677287101745605
4150.215285109566,3.594328641891479
4166.68439338381,2.307607889175415
4183.153501658055,2.518552780151367
4199.6226099322985,2.543979644775391
4216.091718206543,2.446138620376587
4232.560826480788,2.3778977394104
4249.029934755032,2.707141160964966
4265.499043029276,2.669255495071411
4281.96815130352,1.962794423103333
4298.437259577765,2.392429113388062
4314.906367852009,2.760751008987427
4331.3754761262535,2.676366806030273
4347.844584400497,2.764467000961304
4364.313692674742,2.804171800613403
4380.782800948987,3.162060022354126
4397.2519092232305,2.592741966247559
4413.721017497475,2.744137048721313
4430.190125771719,2.722658634185791
4446.659234045964,3.35959529876709
4463.128342320208,3.374409914016724
4479.597450594452,3.849209785461426
4496.066558868696,3.972960948944092
4512.535667142941,3.68287181854248
4529.004775417185,3.868064403533936
4545.473883691429,4.113748550415039
4561.942991965674,4.527085304260254
4578.412100239918,4.326607704162598
4594.881208514163,4.781988620758057
4611.350316788406,4.633759498596191
4627.819425062651,3.804253816604614
4644.288533336895,3.254259347915649
4660.75764161114,3.147078990936279
4677.2267498853835,2.875541925430298
4693.695858159628,2.254104137420654
4710.164966433873,1.878814578056335
4726.634074708117,1.741835832595825
4743.103182982361,2.608917236328125
4759.572291256605,2.478483200073242
4776.04139953085,2.31517767906189
4792.510507805094,2.13702130317688
4808.9796160793385,2.060593605041504
4825.448724353582,2.737338066101074
4841.917832627827,3.000530481338501
4858.386940902071,3.065344333648682
4874.8560491763155,2.785774707794189
4891.32515745056,3.001758337020874
4907.794265724804,2.640057325363159
4924.263373999049,2.332540988922119
4940.732482273293,2.615965604782104
4957.201590547537,2.359731912612915
4973.670698821781,1.735421419143677
4990.139807096026,1.780102372169495
5006.60891537027,2.021255016326904
5023.078023644514,1.877225875854492
5039.547131918759,1.746315836906433
5056.016240193003,1.503328084945679
5072.485348467248,1.064813733100891
5088.954456741491,1.089040756225586
5105.423565015736,1.279865741729736
5121.89267328998,1.555047750473022
5138.361781564225,1.361783742904663
5154.8308898384685,1.078701019287109
5171.299998112713,1.079487562179565
5187.769106386957,1.131341695785522
5204.238214661202,1.260209202766418
5220.707322935446,1.123342633247375
5237.17643120969,1.11553418636322
5253.645539483935,0.7522841095924377
5270.114647758179,0.462259978055954
5286.5837560324235,0.2902467846870422
5303.052864306667,-0.1083011478185654
5319.521972580912,0.5027440786361694
5335.991080855156,0.7322978973388672
5352.4601891294005,0.7004278302192688
5368.929297403645,0.8957995176315308
5385.398405677889,1.05882740020752
5401.867513952134,0.8395639657974243
5418.336622226378,0.4510732293128967
5434.805730500622,0.1189946532249451
5451.274838774866,0.4108821749687195
5467.743947049111,0.514046311378479
5484.213055323355,0.4747689068317413
5500.682163597599,0.4065792262554169
5517.151271871844,0.4794803261756897
5533.620380146088,0.3719998002052307
5550.089488420333,0.2459743022918701
5566.558596694576,0.2870174944400787
5583.027704968821,0.2843764126300812
5599.496813243065,0.4044807553291321
5615.96592151731,0.4459205567836761
5632.4350297915535,0.5188899040222168
5648.904138065798,0.5457637906074524
5665.373246340042,0.6242627501487732
5681.842354614287,0.7174407243728638
5698.311462888531,0.7121930122375488
5714.780571162775,0.7559649348258972
5731.24967943702,0.8364680409431458
5747.718787711264,0.9605657458305359
5764.1878959855085,1.017490267753601
5780.657004259752,1.031573295593262
5797.126112533997,1.137092590332031
5813.595220808241,1.220284819602966
5830.0643290824855,1.458808302879333
5846.53343735673,1.389012813568115
5863.002545630974,1.094659328460693
5879.471653905219,0.902373194694519
5895.940762179463,0.4441977739334106
5912.409870453707,0.572373628616333
5928.878978727951,1.139096140861511
5945.348087002196,1.449223399162292
5961.81719527644,1.35188364982605
5978.286303550684,1.419901371002197
5994.755411824928,1.590412259101868
6011.224520099173,1.392950773239136
6027.693628373418,1.407171010971069
6044.162736647661,1.29510486125946
6060.631844921906,1.250120759010315
6077.10095319615,1.193648099899292
6093.570061470395,1.665161490440369
6110.0391697446385,2.065825223922729
6126.508278018883,2.381254434585571
6142.977386293127,1.865292191505432
6159.446494567372,1.695772528648376
6175.915602841616,1.461234450340271
6192.38471111586,1.640275239944458
6208.853819390105,1.54884397983551
6225.322927664349,1.168370723724365
6241.7920359385935,1.371711492538452
6258.261144212837,1.099467992782593
6274.730252487082,1.152509808540344
6291.199360761326,1.324990749359131
6307.6684690355705,1.472531795501709
6324.137577309815,1.439705967903137
6340.606685584059,1.399255037307739
6357.075793858304,1.640356659889221
6373.544902132548,1.561893582344055
6390.014010406792,1.361987590789795
6406.483118681036,1.408499002456665
6422.952226955281,1.539963603019714
6439.421335229525,1.365281581878662
6455.890443503769,0.95595782995224
6472.359551778013,0.9175688028335571
6488.828660052258,1.267200231552124
6505.297768326503,1.846135497093201
6521.766876600746,2.070069074630737
6538.235984874991,2.007054090499878
6554.705093149235,2.016499757766724
6571.17420142348,2.035234212875366
6587.643309697723,2.056958198547363
6604.112417971968,2.08744478225708
6620.581526246212,2.079057931900024
6637.050634520457,1.762442231178284
6653.519742794701,1.618694543838501
6669.988851068945,1.387719631195068
6686.45795934319,1.144266247749329
6702.927067617434,1.115230441093445
6719.3961758916785,1.232296943664551
6735.865284165922,1.678299784660339
6752.334392440167,2.743757247924805
6768.803500714411,3.2874436378479
6785.2726089886555,3.078847169876099
6801.741717262899,3.09709358215332
6818.210825537144,3.415466070175171
6834.679933811389,3.779973983764648
6851.149042085633,3.511771440505981
6867.618150359877,2.786900997161865
6884.087258634121,2.577385663986206
6900.556366908366,2.073610305786133
6917.02547518261,1.990519642829895
6933.494583456854,2.069294929504395
6949.963691731098,1.881402730941772
6966.432800005343,1.762339949607849
6982.901908279588,1.576075911521912
6999.371016553831,1.458191156387329
7015.840124828076,1.246138215065002
7032.30923310232,1.58093523979187
7048.778341376565,1.921703696250916
7065.247449650808,2.002148866653442
7081.716557925053,1.597721457481384
7098.185666199297,1.217279314994812
7114.654774473542,1.58170223236084
7131.1238827477855,1.772445678710938
7147.59299102203,1.861002087593079
7164.062099296275,1.810649037361145
7180.531207570519,1.660261631011963
7197.0003158447635,1.589813351631165
7213.469424119007,1.374852895736694
7229.938532393252,1.217533946037292
7246.407640667496,1.25458562374115
7262.8767489417405,1.137283325195312
7279.345857215984,1.052032828330994
7295.814965490229,1.218248248100281
7312.284073764474,1.40970516204834
7328.753182038718,1.411509156227112
7345.222290312962,1.3441481590271
7361.691398587206,1.225879669189453
7378.160506861451,1.073981761932373
7394.629615135695,1.592583656311035
7411.098723409939,1.474353671073914
7427.567831684183,1.534924507141113
7444.036939958428,1.475606560707092
7460.506048232673,1.513063073158264
7476.975156506916,1.329985976219177
7493.444264781161,1.259946465492249
7509.913373055405,1.021751761436462
7526.38248132965,1.318138241767883
7542.851589603893,1.556532025337219
7559.320697878138,1.401829957962036
7575.789806152382,1.54494309425354
7592.258914426627,1.598156452178955
7608.7280227008705,1.398361802101135
7625.197130975115,1.555232167243958
7641.66623924936,1.958163022994995
7658.135347523604,1.979657888412476
7674.6044557978485,2.027821779251099
7691.073564072092,1.26045298576355
7707.542672346337,1.205814957618713
7724.011780620581,1.508634090423584
7740.4808888948255,1.559427499771118
7756.949997169069,1.364046096801758
7773.419105443314,1.207772135734558
7789.888213717559,1.011014342308044
7806.357321991803,1.016124844551086
7822.826430266047,1.047189354896545
7839.295538540291,1.361595392227173
7855.764646814536,1.736780524253845
7872.23375508878,1.800007820129395
7888.702863363024,1.719658136367798
7905.171971637268,1.770198822021484
7921.641079911513,1.74386990070343
7938.110188185757,1.419074058532715
7954.579296460001,1.300532221794128
7971.048404734246,1.417987108230591
7987.51751300849,1.176323533058167
8003.986621282735,1.156464457511902
8020.455729556978,1.392288208007812
8036.924837831223,1.596775054931641
8053.393946105467,1.591689229011536
8069.863054379712,1.520144939422607
8086.3321626539555,1.545624494552612
8102.8012709282,1.325737595558167
8119.270379202445,1.389835596084595
8135.739487476689,1.629241704940796
8152.2085957509335,2.08434009552002
8168.677704025177,2.202684640884399
8185.146812299422,1.552768707275391
8201.615920573666,1.36655330657959
8218.08502884791,1.370570421218872
8234.554137122155,1.550961017608643
8251.023245396398,1.676273465156555
8267.492353670643,1.950201988220215
8283.961461944888,2.291380405426025
8300.430570219132,2.707449436187744
8316.899678493377,2.682244300842285
8333.36878676762,2.955861330032349
8349.837895041865,3.008400201797485
8366.30700331611,3.566049814224243
8382.776111590354,2.680146932601929
8399.245219864597,3.271641731262207
8415.714328138842,3.602103710174561
